Text sin stop words,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism
@12:25 LMFAO,0,0,0,0,0,0,0,0,0,0,0,0
"man , Stefan !",0,0,0,0,0,0,0,0,0,0,0,0
"100 % agree , people arms , need find information rioting . Thinking getting high drugs robbing store carelessly walking MIDDLE street screaming cop + attacking reaching gun "" unarmed "" ( mention size ) people gullible . find funny races racist blacks racist whites , single time "" racist "" black person throws hands gets pissed white people . racist person , want sit believes white people racist people happened past , makes sick think grow generation .  ",0,0,0,0,0,0,0,0,0,0,0,0
"true , police originally said robbery stop ? ?   claiming noticed cigars ?",0,0,0,0,0,0,0,0,0,0,0,0
"Thank sobering analysis , Stefan . bias deception left mainstream media insane .  ",0,0,0,0,0,0,0,0,0,0,0,0
"Stefan Molyneux , explain inquiry handling subsequent unrest "" circular language games "" ? pretty simple straightforward question avoiding unnecessarily hostile manner . justification heavy - handed militaristic response looting ? officials handling situation decide initially block access area media ? family member lives area attest unprofessionalism hostility law enforcement handling early . incorrect info direct facts . understand went straight attacking . respect logic ... willing share . Thank advance , hopefully wo nt continue insult reason chose .",0,0,0,0,0,0,0,0,0,0,0,0
"race news article got National Media attention , week . 
 http://www.wnd.com/2014/08/black-cop-kills-white-man-media-hide-race/",0,0,0,0,0,0,0,0,0,0,0,0
"look like "" gentle giant "" . ( video robbing stealing )  

 looks like disgusting , thieving , thug .  ",1,1,0,0,0,1,1,0,0,0,0,0
"OMG Stefan rap hysterical . , good news guess , know whatshisname douche deserved die . 

 Premptive strike Officer Darren Wilson . Huzzah trash taken streets . Probably cure disease treat symptoms . disease ignorance self - entitlement communities lower class . Getting poverty nt easy starting point nt easy , feasible right drive .",1,1,0,1,0,0,0,0,0,0,0,0
"God ! Look Raw Footage : 

 SHOCKING . Ferguson Riots . Watch Guy . God ! [ HD ]",0,0,0,0,0,0,0,0,0,0,0,0
"+ Stefan Molyneux 	 	 	 	
 hate Blacks ? Actually surprised , bloody British . people conquered , absolutely . freedom gain decades , hate . 

 pale , wonder mother Black woman .",1,0,0,0,0,1,1,1,0,0,0,0
"educated Dumb ASSSS ! ! ! ) ) ) rap rap real , people like dispise",1,1,0,0,0,0,0,0,0,0,0,0
"Seriously , YouTube ?   FUCK .   find comment Android phone want reply , COURSE scroll , copy paste posting comment android device fucking 2015 technology able handle mountainous task !   hop computer try looking goddamned comment COURSE comment system YouTube fucked searching comment completely impossible !   HOUR LATER find fucking thing .   search string "" read "" click single stupid fucking comment , expand , search piece comment want find , phrase remember .   having click fucking "" view xxx comments "" expand !   , MIRACLE CHRIST ALFUCKINGMIGHTY , actually FOUND piece shit comment moron matter replied thick - skulled inbred troglodytic fucknut ?   automatically scroll 200 pages comments right clicked "" reply "" copy , paste , quote , etc . , having scroll hour GOD FORFUCKINGBID reply box right underneath ACTUAL comment replying .",1,1,0,1,1,0,0,0,0,0,0,0
"Stefan , 
 Excellent!You obviously better understanding events surrounding unfortunate event president . unfortunate Officer Wilson life destroyed job . fear police hesitate finding rapidly growing situation . Thank - depth honest dissertation . 

 Tom Kelver seek help school drugs . 
                                     ",1,1,0,0,0,0,0,0,0,0,0,0
""" gentle giant "" robbed store later assaulted armed police officer ! school boy look hoping , thug life comes high price .",1,0,0,0,0,1,1,0,0,0,0,0
"Bullshit Stef . Police officers pepper spray , stun guns , number non - lethal methods immediate disposal . real question , versions events hold true , gun option officer went ?  ",1,1,0,0,0,0,0,0,0,0,0,0
"better society , "" greater good , "" Michael Brown went rails , got ushered college life athletic scholarship "" Brown killer "" like O.H.Simpson . .    O.lJ. found civilly liable , y'know .",1,0,0,0,0,1,1,0,0,0,0,0
"video interesting Stefan taking clothes . sexy ! case hard understand . cop good record 3 years service shoot teenager hands ? witness friend lied started protests snowball effect ensued . watch video store shows Brown aggressive . hard believe evidence huge error judgement fighting police officer ? , .  ",0,0,0,0,0,0,0,0,0,0,0,0
awnser 24:15 question aim leg  ,0,0,0,0,0,0,0,0,0,0,0,0
"people talking stupid subject . care blue , purple ! ! cousin killed drunk African driver left die . , local news . rioting outside . . sorry Michael family truly . looses people violent people post   think people .",0,0,0,0,0,0,0,0,0,0,0,0
Dude commits 3 felonies including assaulting police officer shot killed . ? race riot distract fact cop job . case closed . justice served street day .,0,0,0,0,0,0,0,0,0,0,0,0
difference color skin . people ?,0,0,0,0,0,0,0,0,0,0,0,0
Gentle gentl giant,0,0,0,0,0,0,0,0,0,0,0,0
http://www . youtube . com / watch?v=6yfbbt6DvHg research come information white construction workers witnessed Mike Brown shot hands ?  ,0,0,0,0,0,0,0,0,0,0,0,0
Stefan victim police discrimination ? game white supremacy deny involvement play victim blacks complain .. fails watch comments,1,0,0,0,0,1,1,0,0,0,0,0
", ya . Young white man killed non - white ( black ) cop . media outcry . media . search . http://www.sltrib.com/sltrib/news/58313255-78/taylor-police-officer-burbank.html.csp",0,0,0,0,0,0,0,0,0,0,0,0
FACTS prove THUG .,1,1,0,0,0,0,0,0,0,0,0,0
"Michael Brown Asian , Dindu Nuffin Wong",1,0,0,0,0,1,1,0,0,0,0,0
luv dem gangzta lyreks,0,0,0,0,0,0,0,0,0,0,0,0
"good balanced unbiased video ... story sad , smh",0,0,0,0,0,0,0,0,0,0,0,0
"Hey , week Kansas City , Mo. Black man snuck retirement housing , broke house Beating 80 year old couple death went outside attempted hot wire   antique car . neighbors   came town - houses Mr. Howell ( afro american ) took 12 gauge shot gun EXECUTED Blowing heads . armned known felon , gotten previous murder charge find young girls body . , O.K. ol d white people / caucasians ..... Al Sharpeton & Jesse Jackson !",1,1,0,1,0,0,0,0,0,0,0,0
Thank Stefan .,0,0,0,0,0,0,0,0,0,0,0,0
told people facebook hold judgment till facts . like waiting seeing facts . wants believe Mr. Brown   gentle giant lot evidence .,0,0,0,0,0,0,0,0,0,0,0,0
round riots w/ police officer cleared wrong ...,0,0,0,0,0,0,0,0,0,0,0,0
"longer allegedly Michael Brown video , confirmed family .",0,0,0,0,0,0,0,0,0,0,0,0
", know truth today hear "" hands , shoot "" BULLSHIT lie ( Beyonce ) . . .Yet moniker reason ( lie ) shoot Cops outright assassinate .",1,1,0,1,0,0,0,0,0,0,0,0
love rap section !,0,0,0,0,0,0,0,0,0,0,0,0
knows white people die cops blacks blacks arrested double rate whites . 1 % arrest end shootings . 1/4 people killed police black . Courtesy FBI statistics . Maybe worry blacks commit crimes numbered 5 1 general population . oh years ago crime rate employment rate blacks better .,0,0,0,0,0,0,0,0,0,0,0,0
12:28 - turn auto - tune rap song Stefan Molyneux ? .,0,0,0,0,0,0,0,0,0,0,0,0
"guy monster , got deserved , color matter . attacks guy gun gon na shot ....... stupid illegal act tried hurting got blasted . cop raise",1,1,0,0,0,0,0,0,0,0,0,0
Molyneux tête de noeud !,0,0,0,0,0,0,0,0,0,0,0,0
"moly loooooooooooooooooooooooves cops .    witnesses .    clueless ' riots ' .    decades police violence repression area .... , ignorant effects marijuana .",0,0,0,0,0,0,0,0,0,0,0,0
"1,879 people disliked video problem . man said wrong . change , happen , change . good thing numbered .",0,0,0,0,0,0,0,0,0,0,0,0
"state , cop ; cop , shooting . state problem , right ? Anarcho - capitalists like Steffan agree nonsense .",0,0,0,0,0,0,0,0,0,0,0,0
racist piece shit reach justify murder . extremely shameful slant facts order justify racist biased views .  ,1,1,0,0,1,0,0,0,0,0,0,0
"Dear Mr. Stephen Molyneux , 40 minutes bit long , 100 % right ! respond facts . BTW , voted thumb number ( 5729 ) blink . ( tried thumb thing happened = fair ..... )   Thank homework hard work . Obviously spent lot time present case . nice . Obviously care country .    best !",0,0,0,0,0,0,0,0,0,0,0,0
follow - video u new information . thx time great work .,0,0,0,0,0,0,0,0,0,0,0,0
"people country going learn , police enemy , MEDIA .. ones lighting called fire , stirring pot ...",0,0,0,0,0,0,0,0,0,0,0,0
"Mr. Molyneux , excellent video .",0,0,0,0,0,0,0,0,0,0,0,0
"Stop advertising swisher sweets lol , ur racist point blank   .",1,1,0,0,0,0,0,0,0,0,0,0
man intelligence average black man comprehend .   like dog trying figure man makes house .,1,0,0,0,0,1,1,0,0,0,0,0
"loved Trayvon Martin video love . wish deliver cable news , maybe people truth .",0,0,0,0,0,0,0,0,0,0,0,0
"robbery video leaves questions answers ... 
 ' ' clerks counter entered store ... MONEY .... ? ? ? Watch carefully ... ' ' hand entered , plus pulled pockets , Money ? ? ? ... counter ... surveillance audio ability .... conversation clerks window 
 saying .... ﻿ 
 videos posted longer depth .... clerk exchange window ... know said , know .... money sufficient items ... etc ...",0,0,0,0,0,0,0,0,0,0,0,0
"hope video entitled "" Truth Ferguson police department Ferguson riots "" . Thanks usual quality research issues match gasoline . Riot control peaceful protestors , homeowners refusing inside members press clear symptoms normal small town police . Sanford police similar protests incuding looting resisted escalation .",0,0,0,0,0,0,0,0,0,0,0,0
"fine Ferguson officer .    Man , got cream crop town !    LOL    http://thefreethoughtproject.com/ferguson-cop-choked-hog-tied-12-year-old-accused-assault/",0,0,0,0,0,0,0,0,0,0,0,0
"fate neglected child 
 interesting know family background ... mind children emulate social behaviour ...",0,0,0,0,0,0,0,0,0,0,0,0
Good commentary .   Perceptive fair .,0,0,0,0,0,0,0,0,0,0,0,0
"right wrong Michael Brown case "" left wing "" policies . stop conflating issues .  ",0,0,0,0,0,0,0,0,0,0,0,0
"Robbing Store Big Man . 
 Play Fire Burnt . ? 
 Police Job .",0,0,0,0,0,0,0,0,0,0,0,0
Link poor little tryvon martin little mr brown ? Yeah thug tired beat white person ground got shot effords ... end story,1,0,0,0,0,1,1,0,0,0,0,0
"Fascinating hear actual facts , especially compared twisted nonsense coming main media outlets .",0,0,0,0,0,0,0,0,0,0,0,0
Michale brown got asking black protestors racist whites happening,1,1,0,1,0,1,1,0,0,0,0,0
"white guy , concerned plight black community ( doubt ) spend time hanging black guys community world reacts react world .    times .    Secondly , think hoped drugs charges feeling gunshot fleeing shooter , kind fantasy live .    think blacks shit survival mechanism world .     Police officers right thing gives comfort lives want believe cops story .  

 story cop gets start cop harassment type antics ( cops ) .    Kid gives 18 year old fat fuck thinks whip everybody ass sass .     hits kid door , dumb ass kid instead passing getting officer fired paid dollars injuries , pushes door .    Officer grabs neck scuffle incurs .    Kid fires punch grill .    Black guys hit pretty hard ( boxing ) cop sees red .    Opens fire .    Kid runs . 15 feet far ass body reminds fat ass sprinter maybe shots starting set , wants negotiate .    Cop executes .    lawful ..... , maybe , story makes sense .",1,1,0,1,1,0,0,0,0,0,0,0
"think chief problem Molyneux great ideals solid , worthwhile goals hopes share society , embrace ethical grey - ness human beings . frustrates "" "" approach morality , believe worth listening political strategist ( requires recognizing conditional - nature human psychology constructing systemic guides help incentivize positive culture ) . Good philosophy , crappy political theory .",0,0,0,0,0,0,0,0,0,0,0,0
"sad , looked like nice young man",0,0,0,0,0,0,0,0,0,0,0,0
"believe photos   gentle giant   accomplice giving gang signs , ? Brown raise hands surrender , maybe realized blown , trouble , Officer Wilson adrenaline running high reacted . Officers hesitate lose lives . Lord knows thing thug goes college ? Look angelic professional athletes getting arrested . crap fed . disgusted .",1,0,0,0,0,1,1,0,0,0,0,0
tell racist cop dumb guy messing cops . hate Michael brown like holy man right kill . confusing .,0,0,0,0,0,0,0,0,0,0,0,0
Thank + Stefan Molyneux    sharing logical rational evaluation occurrences incident .,0,0,0,0,0,0,0,0,0,0,0,0
Apparently Stefan read Matter Kansas,0,0,0,0,0,0,0,0,0,0,0,0
jerk b.s . story skittles Arizona ice tea components lean . actual   promethazine pharmaceutical drug easy street level . guy quake antebellum period dreamers negro live beneath need realize better . Statistics whites fair whites committ violent crimes . pls come white savior b.s .,0,0,0,0,0,0,0,0,0,0,0,0
"Thank Stefan ,",0,0,0,0,0,0,0,0,0,0,0,0
"da Fuck gay ass bald white frenchy nigga gon na set hisself dang judge criminal conspiracy . Micheal brown MOTHAFUCKIN HANDS AIR SON ! u smart u know nigga hands mothafuckin air sign SHOWIN INNOCENT THA CRIME !   Sorry cussin , shit internationally recognized indication INNOCENCE PERPETRATOR !   y' niggas media plain old fashioned example MURDER DEGREE Mr. Officer Darren Wilson , takin life nigga , COLLEGE STUDENT !   Niggas kent state protestin , asses shot , historic event .... Michael brown shot dead street takin ferguson protests , y' media mothafuckas try explain away",1,1,0,0,1,0,0,0,0,0,0,0
interview constitution workers ? ? ? caught tape saying u shot hands,0,0,0,0,0,0,0,0,0,0,0,0
going pay store owner cigars Big Gigantic Mike stole ?,0,0,0,0,0,0,0,0,0,0,0,0
Ireland v England Riots 1995 ( HQ ),0,0,0,0,0,0,0,0,0,0,0,0
THANK ! right on.black people going vote 100 % democrat year.thats race baiting about.democrats rallying base.smh,0,0,0,0,0,0,0,0,0,0,0,0
Wow   common sense 20014 refreshing ..... great job Stefan Molyneux,0,0,0,0,0,0,0,0,0,0,0,0
focus rolls blunt ?    MJ cause .    happens like non criminal types   criminal types   smoke pot .    Pot absolutely .    fact walking driving     important .    bring pot   relative   intel ?    yes criminals tendency smoke pot .    criminals tend smoke cigarettes drink .  ,0,0,0,0,0,0,0,0,0,0,0,0
best opinion . definitely deadly force charging assaulting prior . carry gun cause world getting crazy .   Thanks sharing know .,0,0,0,0,0,0,0,0,0,0,0,0
"wonder twist Slavery ..... Truth 400 years slavery , sided , bet FOX NEWS pay record",0,0,0,0,0,0,0,0,0,0,0,0
wtf,0,0,0,0,0,0,0,0,0,0,0,0
comment topic video ... set Stefan rapping actual beat . epic .,0,0,0,0,0,0,0,0,0,0,0,0
far base propaganda ! BS !,1,1,0,1,0,0,0,0,0,0,0,0
"looks like M. Brown "" suicide "" cop thing .",1,1,0,1,0,0,0,0,0,0,0,0
518 urban youth handle truth presented video .,0,0,0,0,0,0,0,0,0,0,0,0
reason police need wear / V recording devices time .   people .   helps ensure Truth maintained times .   imagine officers POV camera situation ...,0,0,0,0,0,0,0,0,0,0,0,0
"police officers wearing camera lapel , issues open shut cases ...",0,0,0,0,0,0,0,0,0,0,0,0
"Stefan Molyneux : rounded view . simply wanted use old tired ploy discrediting Michael Brown . sane person believe Officer Wilson perfect angelic white man ( person exists ) privy questionable characteristics cop rest assure human nature . spite Brown smoking weed stealing blunts rapping bitches , guns etc .. justify unarmed shot times .   desensitized culture hip hop white people monetarily benefited .",0,0,0,0,0,0,0,0,0,0,0,0
"saying 13 minutes ... easily rap duty . White kids play .  

 Btw pretty sure eminem sums whites lyrics . racism !",0,0,0,0,0,0,0,0,0,0,0,0
"Dude , tell dude listen violent music like gangsta rap deathmetal , mean like fighting killing , lol .",0,0,0,0,0,0,0,0,0,0,0,0
Denny brained fire extinguisher .,0,0,0,0,0,0,0,0,0,0,0,0
"believe reciting music listened . cop excessive force . cops judge , jury executioner society screwed . issue cops trained escalation force use non lethal means apprehend civilian suspects .",0,0,0,0,0,0,0,0,0,0,0,0
Let news,0,0,0,0,0,0,0,0,0,0,0,0
"act like gentleman , treated like gentleman . 
 ................ act like gentleman .  ",0,0,0,0,0,0,0,0,0,0,0,0
"good data . 

 wish presented speculation marijuana blunts , emphasis rap lyrics youtube videos . know friends hurt guilty .   saw video , saw cigars shove guy way . reason try bring culturally normative things , admittedly ridiculous , indicate actual violence , including rap lyrics complete bull , amazing job collecting wide range facts putting , generally , great presentation .  

 , Thank 99 % , greatly appreciate . fear good material dismissed emphasis items admit mean .  ",0,0,0,0,0,0,0,0,0,0,0,0
"people cell phones crowd recording encounter , claiming saw , - media , independent researcher witnesses video footage encounter Brown officer shot .",0,0,0,0,0,0,0,0,0,0,0,0
wait Jesus comes care b s getting sick tired racist white people racist black people damn black man love white people black people away hate hearts try loving hate gon na hell need come gods children kkk black power,0,0,0,0,0,0,0,0,0,0,0,0
"Man , officer got lucky video . life ruined juror convict . black way .",0,0,0,0,0,0,0,0,0,0,0,0
till started advocating 2 parent families ' black ' communities totally lost .,0,0,0,0,0,0,0,0,0,0,0,0
"sad story . killed reason , racial war increases . 
 devil seen officer victim guys caused 
 action . Let pray souls .",0,0,0,0,0,0,0,0,0,0,0,0
"music references sex , drugs , stealing , murder , etc . 

 ... ya , pretty rap music like",0,0,0,0,0,0,0,0,0,0,0,0
"good job determining occurred Brown killed . , occurred simple matter racism , police abuse mentioned . Question . pull curtain wizard illusion life energy sacred ... turn TV . Peace , love appreciation .",0,0,0,0,0,0,0,0,0,0,0,0
"Dear Mr. Stefan Molyneux . add videos Michael Brown Ferguson PD horrible history lying corruption ? smart think , statement massive authoritarian corruption negative impact community serves ? people eventually fed choice disregard law and/or fight ? cop merit charge Mr Brown ? happened ?",0,0,0,0,0,0,0,0,0,0,0,0
"Pathetic pseudo philosophy , vile little man .  ",1,1,0,0,0,0,0,0,0,0,0,0
chief black lying  ,0,0,0,0,0,0,0,0,0,0,0,0
Mr browns oh dead .,0,0,0,0,0,0,0,0,0,0,0,0
"exactly right Stefan , crime bad decisions   creates poverty poor unattractive areas . criminals steal necessities .. "" respect "" homies . pathetic",1,1,0,1,0,0,0,0,0,0,0,0
Brown piece shit world better .,1,1,0,0,0,0,0,0,0,0,0,0
"Stefan .....    .....    Ummm , facts ? ? ? ? ?    ya "" philosophize "" 'em ?",0,0,0,0,0,0,0,0,0,0,0,0
"BLACKS TIRED KILLED , DIDN'T WEAPON , SHUT ASS WHITE DEVIL . WHITE PEOPLE EVIL .",1,0,0,0,0,1,1,0,0,0,0,0
presented . believe Mike Brown innocent . believe acted arrogantly disrespectfully officer led . ... hate fact officer compared George Zimmerman . Zimmerman jerk ve minding business trying wanna - cop . officer right duty confront situation way . Zimmerman easily walked away stayed phone dispatcher .,0,0,0,0,0,0,0,0,0,0,0,0
"makes damn angry .   worthless thug got shot ?   protests , animals looting tearing shit neighborhoods ?   thinks black community fucked , fucked .",1,1,0,0,0,1,1,0,0,0,0,0
"  Kajieme Powell Shooting Video Disturbs Reasons 

 link video mentoned",0,0,0,0,0,0,0,0,0,0,0,0
Man Stef spitting fire hot Dylan jealous 12:26 - 13:34,0,0,0,0,0,0,0,0,0,0,0,0
Criminal got shot ... Great !,1,1,0,1,0,0,0,0,0,0,0,0
"magic hamster drank lot lean heard Skittles lean , Jolly Ranchers ideal candy use . magic hamster doubt Skittles lean want point Houston , lean quote / unquote "" created "" , magic hamster prefer use Jolly Ranchers lean .  ",0,0,0,0,0,0,0,0,0,0,0,0
"Watching Video , clear Stefan buy argument favor White Police officer , Dead Black kid . watched   Videos posted patter bias exist ? sure , repeated patter argument Tryvon Martin . , convince like minded . different Alex Jones , White Conservatives pretend system affect white people . Minorities Blacks fair game . , Stefan , preaching sided view gain White admirers share view .",0,0,0,0,0,0,0,0,0,0,0,0
"Black cop kills white kid ... Black kid kills white cop .    riot , protest   engage national news ?    .    Race mentioned circumstances .    think , ask question ( answer honestly ): REAL racists country ?  ",1,0,0,0,0,1,1,0,0,0,0,0
"video pushing clerk lose sympathy . definitely tell guy likely dick . hell , need new TV riot loot honor",1,1,0,0,0,0,0,0,0,0,0,0
"easy point negative black man point good point white man shit corny wanna taken seriously tell facts good bad parties 
 know couple lyrics pictures showing middle finger doest justify shot 6times 
 media says controlled look internet store owner micheal brown alledgedly stole cigars said nt micheal brown video bogus 
 think happened cops vs black men recent years sens black man start beating policeman run away policeman start firing micheal stop rush police gun drawn fired shot pure bullshit .... !",1,1,0,0,1,0,0,0,0,0,0,0
"Let look facts 

 Moving away - shots fired - 5 6 witness 
 Arms - shots fire - 4 witness 
 Dropping knees - shot fired - 3 witness 
 Audio Recording - 10 - 12 shots groups 
 Video Recording - spontaneous utterances hands etc 
 Fighting Officer - Officer 
 Fighting Weapon car - Officer 
 Weapon discharged car - Officer 
 Damage officers eye - Medical report released 
 Officers statement - released   Police logs incident ( radio report ) - released 
 forgot review wounds showed shot twice "" "" . 
 
 witness support "" unofficial "" officers version incident ?",0,0,0,0,0,0,0,0,0,0,0,0
dude lying azz ... racist cracka,1,1,0,0,0,0,0,0,0,0,0,0
help laughing started reciting rap lyrics . GOOD !,0,0,0,0,0,0,0,0,0,0,0,0
"Holy shit ! thought Trayvon Martin supporters imbeciles ... 

 Michael Brown clowns dope !",1,1,0,0,0,0,0,0,0,0,0,0
guess sucks 2 construction workers prove entire video wrong .,1,1,0,0,1,0,0,0,0,0,0,0
"Right ! ! ! Finally Sane opinion event ! Black bastards soooooooooo IGNORANT ! ! ! Running yelling looting carrying , like LA Riots .... old shit",1,0,0,0,0,1,1,0,0,0,0,0
video biased shit .,1,1,0,0,1,0,0,0,0,0,0,0
Okay literal fuck Skittles tea lean ?,1,1,0,0,1,0,0,0,0,0,0,0
people translating conversation funniest saddest shit ... funny getting WRONG sad people reaching direction find holes cop ....,0,0,0,0,0,0,0,0,0,0,0,0
"autopsy showed number wounds right arm making scenario shot hands raised lot likely . trying claim ? Let , innocent unarmed gentle giant , minding business , gunned cold blood jaywalking sadistic , jack - booted , racist thug police officer shot innocent youth hands raised trying surrender . forgetting BS story trying defend claims totally refuted facts . Regardless , "" matter "" decided cop guilty .",1,1,0,1,0,0,0,0,0,0,0,0
stop cost came black community created . responsibility worry,0,0,0,0,0,0,0,0,0,0,0,0
shoot run ? lol ?,0,0,0,0,0,0,0,0,0,0,0,0
"Spin way want , thug police officer know way previous offense remembered , . weapon , police trained shoot times . fact truly know facts . sign petition police officers wear cameras chests , debate ' threatening . '",0,0,0,0,0,0,0,0,0,0,0,0
"odd Stefan says wait facts judging cop ... rushes judgement alleged scenario favor cop . 

 truth know "" truth "" mix sides .",0,0,0,0,0,0,0,0,0,0,0,0
Advertising & ignorance creates crime opinion .,0,0,0,0,0,0,0,0,0,0,0,0
THINK GENTLE GIANT KILLED SONGS RAP TALK BAD,1,1,0,1,0,0,0,0,0,0,0,0
", seeing looting "" protesting "" , high exhibit poor decision making .     impressed going "" college "" , college .    pretty extended childhood people .",0,0,0,0,0,0,0,0,0,0,0,0
tazers,0,0,0,0,0,0,0,0,0,0,0,0
"obviously matter smoked Marijuana , family autopsy says shot . unbiased witness clearly states ( 3 times ) MB coming officer . mention hands . 
 Witness Michael Brown Shooting repeats 3 times : "" dude kept coming police """,0,0,0,0,0,0,0,0,0,0,0,0
"guy little biased sure , maybe bring fact taser avoided . Forensics tell truly happened highly doubt mike brown needed shot times . calling ? ? said cop hero handle kids especially acted aggressively .   cop completely right racist Stefan comes crazy .. cops held higher standard . cops mistake calling backup , second trying door right kids lol remember training u space handle situation better . uncle cop told . taser mike charging pursued block away waited .",0,0,0,0,0,0,0,0,0,0,0,0
"Public schools terrible , problem kids attending public schools bring sorts issues classroom . build strawman characterizations left , communities need public financial support conservative economic policies devastated local economies . Welfare simply symptom cause .",0,0,0,0,0,0,0,0,0,0,0,0
"taken 40 minutes deduce reasoned people minute hearing story break . 

 ... thank .",0,0,0,0,0,0,0,0,0,0,0,0
Michael Brown home angel street devil .    altar boy .    death .,0,0,0,0,0,0,0,0,0,0,0,0
"understand committed robbery offense deserve die .. jail end life Trayvon martin , going buy skittles , deserve death .. totally biased white labelled troubled teenager peer pressured    commit crime .",0,0,0,0,0,0,0,0,0,0,0,0
"picture cops injuries , ambulance injured officer .",0,0,0,0,0,0,0,0,0,0,0,0
Omg started rapping lost . Lmao,0,0,0,0,0,0,0,0,0,0,0,0
good Stefan,0,0,0,0,0,0,0,0,0,0,0,0
"obviously word happened taking unpopular stance . try hard justify stance contrary norm , ve loved videos longer watch word law enforcement day distrust government day . insincere , stefan molyneux 

 -MW",0,0,0,0,0,0,0,0,0,0,0,0
"Obviously rapping crime , face indicative poor character .   Aesop Rock raps , rap murdering people beating shit people fun .   rap stuff , stuff speaks volumes character want perceived world .   absolutely relevant",0,0,0,0,0,0,0,0,0,0,0,0
"People know ground saying people Ferguson saying black / white thing . cops stepping boundaries . said protest daylight peaceful "" tailgate "" like . cops come military - like overreactive . FWIW",0,0,0,0,0,0,0,0,0,0,0,0
spread word 20 year unarmed white guy shot black cop ?,0,0,0,0,0,0,0,0,0,0,0,0
best breakdowns seen .     need slow think act things .,0,0,0,0,0,0,0,0,0,0,0,0
"watch video Stef mentions 21:15 know truth .  
 FUCKING EVIDENCE NEED STARTS 6:03 HAPPENED .  
 thing started car , kid ran , cop ran , kid turned , charged cop , cop freaks fuck , starts shooting , kid comes coming cop , eventually got hit head . end .  ",1,1,0,1,0,0,0,0,0,0,0,0
whites weak,1,0,0,0,0,1,1,0,0,0,0,0
"Stephan , Thank video . takes available information account provides reasonable rational breakdown . 

 , video . 
 "" Truth Police Brutality Militarization Police United States "" . 

 Thank , 
 Steve",0,0,0,0,0,0,0,0,0,0,0,0
"OMG ... story , gave half",0,0,0,0,0,0,0,0,0,0,0,0
white race racist race .,1,0,0,0,0,1,1,0,0,0,0,0
"think somebody deserves die stole cigars . Fine , criminal , legal process . humane kill . 

 Americans treat felons criminals like dogs , moment commit minor crime like stealing cigarettes smoking weed longer human rights . rap bad quality tone , think matters ; lot people produce rap music , considering biggest rappers talk ' smoking weed ' ' bitches ' killing people , surprise brown probably inspired . crime Brown stealing cigars . . 

 Tell , white person went convenience store stole alcohol , got shot hour later police , justify police shooting ?",0,0,0,0,0,0,0,0,0,0,0,0
"6'4 "" 290 charge armed cop dangerous weapon .",0,0,0,0,0,0,0,0,0,0,0,0
"coming officer thing charging officer , person 35 feet away ! eyewitness saying",0,0,0,0,0,0,0,0,0,0,0,0
"Stef stateless society , discussion existence cops useless . know cops protect state corporations decisions existence people seconds waw .  ",0,0,0,0,0,0,0,0,0,0,0,0
molyneux spreads complete information complete garbage .,1,1,0,1,0,0,0,0,0,0,0,0
"time sequence events wrong , 911 report robbery officer darren Wilson dispatched crime scene , police chief said publicly .",0,0,0,0,0,0,0,0,0,0,0,0
Thank,0,0,0,0,0,0,0,0,0,0,0,0
White Supremacy best !,1,0,0,0,0,1,1,0,0,0,0,0
"amazing info police officer given award . find . Plus 4 witness support opposing view state friend officer Wilson wife says repeatedly fact . hit piece Michael brown . long tell truth .   9 days statement officer . quick release dirt Micheal brown .   smelling ? ? ?   waiting video caught incident ? ? ?   9 plus days written report . FILLED LIES ! ! !   Truth change need preparation , simply tell .",0,0,0,0,0,0,0,0,0,0,0,0
"Michael Brown going college lived . county jail awaiting trial robbery , assault police officer maybe attempted murder",1,1,0,0,0,0,0,0,0,0,0,0
"construction workers working area , saw incident stated Brown hands raised surrendering ?   find interesting witness accounts limited solely 2 accounts support minority viewpoint .   Additionally , innocent proven guilty mindset OJ Simpson charged Nicole murder ? Explain shots Brown ?   conveniently omit information .   witnesses state Brown surrendering 2 mentioned .   seen single picture injuries sustained police officer Brown allegedly beat .   actually believe pictures existed media ?   saying officer actions motivated racism .   saying officer probably psychopathic tendencies .   types hired police streets USA .  

 Great presentation , highly hypocritical ..    ",1,1,0,1,0,0,0,0,0,0,0,0
"anarchist defend cop shooting unarmed civilian . highly disappointed . beginning video referred "" square "" know blunt . worse Stefan , incredibly touch evidence complete ignorance black / hip hop culture slang . start smoking blunts listening hip hop likely gain enlightened understanding life like lower class America .",0,0,0,0,0,0,0,0,0,0,0,0
""" floor shaving quality cigars ... "" 



 Cmon , sensationalism ? 


 comment , video perfect . thought , .",0,0,0,0,0,0,0,0,0,0,0,0
"  Thank , Stefan .   Humorous , tragic   enlightening .   California .",0,0,0,0,0,0,0,0,0,0,0,0
comments fucking ridiculous seeing video year . know “ hands shoot ” bullshit . tragedy let exploiting mans death . good come shape form .,1,1,0,0,0,0,0,0,0,0,0,0
“ Black thugs ” plan @seattlemqrksjoin3 tf,1,0,0,0,0,1,1,0,0,0,0,0
said nigga way times,0,0,0,0,0,0,0,0,0,0,0,0
